dossier_id,doc_type,version,text
ocr_like_bdc_00130,bdc,v1,"LOGO Olivier S.A.R.L. 869, avenue dePrévost, 18882 JeanVille BO N D E CO M MAN D E SIRET: 29806693536534 N°: BDC-2026- 0904 IBAN: FR9043411159882814471397259 Date signature: 22/03/2026 Facturer à : Blanchet 69, rue Lorraine Olivier, 39369 Sainte Richardnec SIRET: 72080421309409 Paiement à 30 jours. IBAN: FR9043411159882814471397259 Merci de votre confiance."
ocr_like_bdc_00131,bdc,v1,"BON DE COMMANDE -060 N°: BDC-2026-062 Dubois S.A.S. Date signature: 22/03/2026 539, boulevard Martins, 09222 MeyerBourg SIRET: 65682425818346 IBAN: FR5502399985239590910579232 Facturer à : Blanc 24, oulevard de Charles, 64298 Rocher-sur-Mer SIRET: 47003427836943 Paiement à 30 jours. IBAN: FR5502399985239590910579232 Merci de votre confiance."
ocr_like_bdc_00132,bdc,v1,"BON DE COMMANDE - 060 N°: BDC- 2026- 9655 Lebreton Date signature: 22/03/2026 69, rue de Petit, 13404 Lebreton SIRET: 99069654980391 IBAN: FR0422692297309266540334573 Facturer à : Lecomte rue Devaux, 32315 Fouquetboeuf SIRET: 91033734197733 Paiement à 30 jours. IBAN: FR0422692297309266540334573 Merci de votre confiance."
ocr_like_bdc_00133,bdc,v1,"LOGO Vallée 56, rue de Delannoy, 0l531 Lebretonnec BO N D E CO M MAN D E SIRET: 25669582248652 N°: BDC-2026-3539 IBAN: FR0216391318753398112063220 Date signature: 22/03/2026 Facturer à : Deshamps Mendes S.A.S. 187, chemin de Fischer, 86966
Moreau-la-Forêt SIRET: 43334634318923 Paiement à 30 jour5. IBAN: FR0216391318753398112063220 Merci de votre confiance."
ocr_like_bdc_00134,bdc,v1,"BON
DE COMMANDE -060 N°: BDC-2026-3472 Regnier SARL Date signature: 22/03/2026 1, bulevard Stéphanie Carre, 37260 Joseph SIRET: 21796268458393 IBAN: FR4681832888265949690761266 Facturer à : Leblanc 8, chemin
Nathalie Durand, 87378 Saint Margaux-la-Forêt SIRET: 84180550771130 Paiement à
3o jours. IBAN: FRA6818328882654969o761266 Merci de votre confiance."
ocr_like_bdc_00135,bdc,v1,"BON DE COMMANDE LOGO Vallée N°: BDC-2026-9817 77, b o u l e v a r d Zoé Masson, 57612 Mace Date 5ignature: 22/03/2026 SIRET: 95266199112179 IBAN: FR9940663070684262835537628 Facturer à : Laroche 1, rue Camille Olivier, 62164 Barbe SIRET: 33498515706609 Paiement à 30 j o u r s. IBAN: FR9940663070684262835537628 Merci de votre confiance."
ocr_like_bdc_00136,bdc,v1,"BON DE COMMANDE LOGO Brunel Tanguy
SA N°: BDC-2026-0900 avenue de Court0is, 91390 DupréVille Date signature: 22/03/2026 SIRET: 87516901020860 IBAN: FR5311071573503462762449322 Facturer à : Voisin Lucas S.A.R.L. 8, boulevard de Fournier, 15621 Jacquot SIRET: 78690177255524 Paiement à 30 jours. IBAN: FR531107157353462762449322 Merci de votre confiance."
ocr_like_bdc_00137,bdc,v1,"LOGO Valentin 68, rue Rocher, 97417 Saint Pauline BO N D E CO M MAN D E SIRET: 65442451963353 N°: BDC-2026- 7269 IBAN: FR9172281152706603642678102 Date signature: 22/03/2026 Facturer à : Gay 88, rue Alix Pasquier, 48506 Salmon SIRET: 86139722323793 Paiement à 30 jours. IBAN: FR9172281152706603642678102 Merci de votre confiance."
ocr_like_bdc_00138,bdc,v1,"LOGO Perrier 79, boulevard Paulne Mace, 85679 Moulin-sur-Laine BO N D E CO M MAN D E SIRET: 54960532266787 N°: BDC-2026-7645 IBAN: FR5014472654140385367017302 Date signature: 22/03/2026 Facturer à : Marchal SA 530, rue de Vas5eur, 61461 Henry SIRET: 78177406064075 Paiement à 30 jours. IBAN: FR5014472654140385367017302 Merci de votre confiance."
ocr_like_bdc_00139,bdc,v1,"BON DE COMMANDE LOGO Moreno et Fils N°: BDC-2026-4230 362, rue de Carre, 03616 Courtois Date s i g n a t u r e: 22/03/2026 SIRET: 86061907222723 IBAN: FR9130036101064932148329574 Facturer à :
Becker 87,
rue Clémence Pottier, 70436 Sainte JacquelineBourg SIRET: 71755544631331 Piement à 30 jours.
IBAN: FR9130036101064932148329574 Merci de votre confiance."
ocr_like_bdc_00140,bdc,v1,"BON DE COMMANDE -060
N°: BDC-2026-0158 Mercier Date signature: 22/03/2026 73, chemin Christelle Dumont, 26729 Schneider SIRET: 68361344612426 IBAN: FR1491609541738446024638685 Facturer à : Charpentier S.A. 49, rue Martine Lemonnier, 66460 Moulindan SIRET: 61878729449935 Paiement à 30 jours. IBAN: FR1491609541738446024638685 Merci de votre confiance."
ocr_like_bdc_00141,bdc,v1,"LOGO Traore 3, chemin R0lland, 03694 ChauveauBourg BO N D E CO M MAN D E SIRET: 38799605189868 N°: BDC-2026-3993 IBAN: FR8992702110252584363863644 Date signature: 22/03/2026 Facturer à : Grégoire S.A.S. 37, rue de Gautier, 20973 Chauvindan SIRET: 70023429698721 Paiement à 30 jours. IBAN: FR8992702110252584363863644 Merci de votre confiance."
ocr_like_bdc_00142,bdc,v1,"BON DE COMMANDE LOGO Jean N°: BDC- 2026- 7049 rue Grégoire, 7775 Saint Jeannine- les-Bains Date signature: 22/03/2026 SIRET: 70711652610970 IBAN: FR8697227148787575607518464 Facturer à : Auger et Fils 1, boulevard Cristine Hebert, 01268 Breton-sur-Allain SIRET: 830425384138l3 Paiement à 30 jours. IBAN: FR8697227148787575607518464 Merci de votre confiance."
ocr_like_bdc_00143,bdc,v1,"BON DE COMMANDE LOGO Lombard N°: BDC-2026-6127 29, rue Camille Collin,
94942 Didier Date signature: 22/03/2026 SIRET: 00599491379096 IBAN: FR8732363538551343278749953 Facturer à : Maury 12, boulvard Louis, 91927 BlotVille SIRET: 03728964967772 Paiement à 30 jours. IBAN: FR873236358551343278749953 Merci de votre confiance."
ocr_like_bdc_00144,bdc,v1,"LOGO Fischer Aubert et Fils 32, avenue d Giraud, 45321 Traoreboeuf BO N D E CO M MAN D E SIRET: 54017b95349351 N°: BDC-2026-0295 IBAN: FR2882523317052076876924517 Date signature: 22/03/2026 Facturer à : Perrot 69, rue Grenier, 20929 Dupré-la-Forêt SIRET: 50926332061647 Paiement à 30 jours. IBAN: FR2882523317052076876924517 Merci de votre confiance."
ocr_like_bdc_00145,bdc,v1,"BON DE COMMANDE LOGO Delmas SARL N°: BDC-2026-0432 70, rue Lombard, 52433 Julien Date signature: 22/03/2026 SIRET: 27430671049578 IBAN:FR9327900879540031794405020 Facturer à : Bruneau Lenoir S.A.S. 648, boulevard de Bernard, 76982 Bonneaudan SIRET: 80545764433892 Paiement à 30 jours. IBAN: FR9327900879540031794405020 Merci de votre confiance."
ocr_like_bdc_00146,bdc,v1,"LOGO Marques 415, chemin de Moulin, 34515 Rousset-sur-Traore BO N D E CO M MAN D E SIRET: 38543379005370 N°: BDC-2026-0538 IBAN: FR8300488939390265387168447 Date signature: 22/03/2026 Fcturer à : Le Goff S.A.S. 81, avenue de Aubry, 35313 SchneiderBourg SIRET: 38384730733746 Paiement à 30 jour5. IBAN: FR8300488939390265387 168447 Merci de votre confiance."
ocr_like_bdc_00147,bdc,v1,"BON DE COMMANDE LOGO Bourgeois N°: BDC-2026-3764 63, boulevard Marie Perrin, 21280 Cordier Date signature: 22/03/2026 SIRET: 02476516856230 IBAN: FR3854798732866492422391790 Facturer à : Pereira et Fils 22, rue Morvan, 48377 Bodindan SIRET: 99014632239372 Paiement à 30 jours. IBAN: FR3854798732866492422391790 Merci de votre confiance."
ocr_like_bdc_00148,bdc,v1,"BON DE COMMANDE LOGO Noël S.A.R.L. N°: BDC- 2026-5636 44, chemin Gonalez, 44480 Saint enjaminnec Date signature: 22/03/2026 SIRET: 44495875470821 IBAN: FR8606562975452660348873296 Facturer à : Lucas 3, rue Pierre Huet, 39752 Toussaint SIRET: 83849471789245 Paiement à 30 jours. IAN: FR8606562975452660348873296 Merci de votre confiance."
ocr_like_bdc_00149,bdc,v1,"BON DE COMMANDE LOGO Meyer N°: BDC-2026- 1036 5b, bouevard de Arnaud, 97310 Humbert Date signature:
 22/03/2026 SIRET: 04430878329455 IBAN: FR9255916103169416146329815 Facturer à : Lesage 44, rue Anaïs Weiss, 34595 Rossiboeuf SIRET: 80067149269627 Paiement à 30 jours. IBAN: FR9255916103169416146329815 Merci de v o t r e confiance."
ocr_like_bdc_00150,bdc,v1,"BON DE COMMANDE LOGO Chartier Mace S.A.R.L. N°: BDC-2026-8369 87, chemin Bodin, 06196 Sainte OcéaneBourg Date signature: 22/03/2026 SIRT: 94288252870071 IBAN: FR4474704063884305066910632 Facturer à : Da Silva Prévost S.A. 42, rue Vasseur, 48500 Lefort-sur-Pereira SIRET: 02596301828591 Paiement à 30 jours. IBAN: FR4474704063884305066910632 Merci de votre confiance."
ocr_like_bdc_00151,bdc,v1,"BON DE COMMANDE LOGO Traore N°: BDC-2026-3020 54, avenue Sabine Rémy, 60119 Parent Date signatur: 22/03/2026 SIRET: 66426442189230 IBAN: FR4582795247603926927708364 Facturer à : Martinez Lopes S.A.S. 9, rue de Salmon, 03748 Sainte AstridBourg SIRET: 50374797728348 Paiement à 30 jours. IBAN: FR4582795247603926927708364 Merci de votre confiance."
ocr_like_bdc_00152,bdc,v1,"LOGO Toussaint 61, rue Hervé, 14667 Pereira BON DE COMMANDE SIRET:
04435757453640 N°: BDC-2026-2900 IBAN: FR5345209276150097400001825 Date s i g n a t u r e: 22/032026 Facturer à
: Pons SA 850, chemin Margot Leduc, 83470 Sainte David- sur- Mer SIRET: 87260626899829 Paiement à 30 jours. IBAN: FR5345209276150097400001825 Merci de votre confiance."
ocr_like_bdc_00153,bdc,v1,"LOGO Vidal 92, boulevard Boutin, 37738 Lucas BO N D E CO M MAN D E SIRET: 06343519578269 N°: BDC-2026-5023 IBAN: FR4512944837334857210783449 Date signature: 22/03/2026 Facturer à : Morin Launay S.A. 3, avenue François Robert, 65122 LoiseauVille SIRET: 171799/79926926 Paiement à 30 jours. IBAN: FR4512944837334857210783449 Merci
de votre confiance."
ocr_like_bdc_00154,bdc,v1,"BON DE COMMANDE 1060 N°: BDC-2026-9b49 Garcia Delorme S.A.R.L. Date signature: 22/03/2026 3, rue Merle, 92917 Martel SIRET: 30721880069516 IBAN: FR0176564713171438414185801 Facturer à : Marques rue Vincent Sanchez, 26924 Evrard-sur-François SIRET: 096044291s7007 Paiement à 30 j0urs. IBAN: FRO1765647131714384l4185801 Merci de votre confiance."
ocr_like_bdc_00155,bdc,v1,"BON DE COMMANDE LOGO Renault N°: BDC-2026-8030 77, boulevard Maryse Meyer, 32755 Maillot Date signature: 22/03/2026 SIRET: 40313139597431 IBAN: FR2594626535230098956018231 Facturer à : Rolland 45, rue de Peltier, 72784 Breton-la-Forêt SIRET: 24486213573666 Paiement à 30 jours. IBAN: FR2594626535230098956018231 Merci de votre confiance."
ocr_like_bdc_00156,bdc,v1,"BON DE COMMANDE Los0
N°: BDC-2026-4880 Petitijean Date signature:
22/03/2026 365, avenue de Hoareau, 24748 Sainte PhilippineVille SIRET: 134183s8547509 IBAN: FR84054338339s7935669307995 Facturer à : Thomas 63, chemin Andre, 37279 Ferrandnec SIRET: 84065098481405 Paiement à 30 jours. IBAN: FR8405433833957935669307995 Merci de votre confiance."
ocr_like_bdc_00157,bdc,v1,"BON DE COMMANDE LOGO Morvan S.A.R.L. N°: BDC-2026-7289 790, chemin de Leleu, 46561 Goncalves-les-Bains Date signature: 22/03/2026 SIRET: 20685248218457 IBAN: FR2097937376397580061233879 Facturer à : Lemonnier SA 25, rue de Vaillant, 97371 Sainte Andrée SIRET: 97468066420805 Paiemnt à 30 jours. IBAN: FR2097937376397580061233879 Merci de votre confiance."
ocr_like_bdc_00158,bdc,v1,"BON DE COMMANDE - 060 N°: BDC-2026-0247 Rodrigues Date signature: 22/03/2026 48, rue de Gauthier, 51185 Perez SIRET: 69165425517046 IBAN: FR5346428712075511848462861 Facturer à : Huet rue Lucas, 10751 Sainte Aiméboeuf SIRET: 83516647110660 Paiement à 30 jours. IBAN: FR5346428712075511848462861 Merci de votre confiance."
ocr_like_bdc_00159,bdc,v1,"BON DE COMMANDE LOGO Blondel S.A.S. N°: BDC-2026-7865 223, avenue Picard, 87954 Simon Date signature: 22/03/2026 SIRET: 88903626995234 IBAN: FR3547758402957541095912076 Facturer à : Fontaine 75, rue Renault, 13402 Saint Christine SIRET: 22636258054992 Paiement à 30 jours. IBA: FR3547758402957541095912076 Merci de votre confiance."
ocr_like_bdc_00160,bdc,v1,"BON DE COMMANDE -060 N°: BDC-2026-5792 Bousquet Date signature: 22/03/2026 322, rue Lemaire, 03662 Pages SIRET: 79859787127130 IBAN: FR7037417728543580011163603 Facturer à : Bruneau Aubry et Fils 16, boulevard Thibault Peltier, 28930 BeckerBourg SIRET: 44688020721744 Paiement à 30 jours. IBAN: FR7037417728543580011163603 Merci de votre confiance."
ocr_like_bdc_00161,bdc,v1,"LOGO Moreau 74, avenue de Carpentier, 36861 Sainte Chantal- la- Forêt BO N D E CO M MAN D E SIRET: 01125506128176 N°: BDC- 2026- 7094 IBAN: FR1811842571301108520587844 Date signature: 22/03/2026 Facturer à : Boulanger S.A.S. 3, chemin de Roux, 50690 Camus SIRET: 40358994992886 Paiement à 30 jours. IBAN: FR1811842571301108520587844 Merci de votre confiance."
ocr_like_bdc_00162,bdc,v1,"BON DE COMMANDE (050 N°: BDC-2026-5031 Rodrigues SARL Date signature: 22/03/2026 19, boulevard Turpin, 29966 Samsondan SIRET: 06281537914592 IBAN: FR94255699378135072980142 Facturer à : Chartier 44, rue de Dufour, 82686 Pottier SIRET: 13387036090282 Paiement à 30 jours. IBAN: FR9425569193781935072980142 Merci de votre confiance."
ocr_like_bdc_00163,bdc,v1,"BON DE COMMANDE LOGO Courtois N°: BDC- 2026-2964 1, boulevard de Blondel, 32890 Laurent- sur- Carlier Date signature: 22/03/2026 SIRET: 69480791004828 IBAN: FR1160264620106951621885835 Facturer à : Chauvet rue de Collet, 77999 Delattre SIRET: 94124875828052 Paiement à 30 jours. IBAN: FR116026420106951621885835 Merci de votre confiance."
ocr_like_bdc_00164,bdc,v1,"BON DE COMMANDE LOGO Jourdan et Fils N°: BDC- 2026- 0593 9, rue de Rossi, 02909 Massonnec Date signature: 22/03/2026 SIRET: 44916012593527 IBAN: FR015644596336374601402b05 Facturer à: Pruvost Ruiz S.A.R.L. 56, boulevard Zoé Mallet, 47112 Leduc SIRET: 24207126786194 Paiement à 30 jours. IBAN: FRO150644596336374601402805 Merci de votre confiace."
ocr_like_bdc_00165,bdc,v1,"BON DE COMMANDE - 060 N°: BDC-2026- 9401 Rivière S.A.S. Date signature: 22/03/2026 chemin Ledoux, 19914 Henry- sur- Moulin SIRET: 49258880303848 IBAN: FR3059484922376605041413135 Facturer à : Michaud rue de Klein, 07203 Lebon SIRET: 97646786631054 Paiement à 30 jours. IBAN: FR3059484922376605041413135 Merci de votre confiance."
ocr_like_bdc_00166,bdc,v1,"LOGO Dubois 5, rue Raymond Renard, 57619 Sainte Yves-sur-Mer BO N D E CO M MAN D E SIRET: 79442107398902 N°: BDC-2026-2080 IBAN:FR1299126809790970044275184 Date signature: 22/03/2026 Facturer à : Petit 51, boulevard Olivier Bodin, 80553 Huet SIRET: 61494764613074 Paiement à 30 j o u r s. IBAN: FR1299126809790970044275184 Merci de votre c o n f i a n c e."
ocr_like_bdc_00167,bdc,v1,"LOGO Seguin rue de Fernandez, 52658 Saint Édouard BO N D E CO M MAN D E SIRET: 71972528829244 N°: BDC-2026-3945 IBAN: FR1072651017841670971811895 Date signature: 22/03/2026 Facturer à : Evrard Gilles SARL 4, boulevard de Chartier, 80501 Sainte Amélie-la-Forêt SIRET: 67665004689755 Paiement à 30 jours. IBAN: FR1072651017841670971811895 Merci de votre confiance."
ocr_like_bdc_00168,bdc,v1,"LOGO Rnaud Aubert S.A. 52, avenue de Neveu, 89943 Moulin BO N D E CO M MAN D E SIRET: 49599759410763 N°: BDC-2026-8355 IBAN: FR4735955107744419930383050 Date signature: 22/03/2026 Facturer à : Besson Hebert SARL 47, avenue Luc Loiseau, 03743 AugerVille SIRET: 32978940231047 Paiement à 30 jours. IBAN: FRA73595510744419930383050 Merci de votre confiance."
ocr_like_bdc_00169,bdc,v1,"BON DE COMMANDE LOGO Courtois S.A.S. N°: BDC-2026-o744 boulevard Jeannine Nicolas, 24514 Tanguy-sur-Hervé Date signature: 22/o3/2026 SIRET: 81256286535965 IBAN: FR8483104314037183961488912 Facturer à : Jean Wagner S.A. 60, avenue Brtrand Humbert, 27908 Germain SIRET: 78051464029182 Paiement à 30 jours. IBAN: FR8483104314037183961488912 Merci de votre confiance."
ocr_like_bdc_00170,bdc,v1,"LOGO Olivier S.A.R.L. 869, avenue de Prévost, 18882 JeanVille BO N D E CO M MAN D E SIRET: 29806693536534 N°: BDC-2026-0904 IBAN: FR9043411159882814471397259 Date signature: 22/03/2026 Facturer à : Blanchet 69, rue Lorraine Olivier, 39369 Sainte Richardnec SIRET: 7208o421309409 Paiement à 30 jours. IBAN: FR9043411159882814471397259 Merci de votre confiance."
ocr_like_bdc_00171,bdc,v1,"BON DE COMMANDE LOGO Perrier Bailly et Fils N°: BDC-2026-6315 3, rue de Brunel, 20134 Sainte Thibaut Date signature: 22/03/2026 SIRET: 92878385452394 IBAN: FR4304557734343800505084725 Facturer à : Robert SA s8, avenue Simon, 24526 ainte AiméeBourg SIRET: 50229804453853 Paiement à 30 jours. IBAN: FRA304557734343800505084725 Merci de votre confiance."
ocr_like_bdc_00172,bdc,v1,"LOGO Riou 67, boulevard de Paul, 90949 Normandnec BO N D E CO M MAN D E SIRET: 92926856787783 N°: BDC-2026-1229 IBAN: FR15o6035745637848389263055 Date signature: 22/03/2026 Facturer à : Baron 1, rue Faivre, 89114 Nicolas-sur-Moreno SIRET: 00940577954878 Paiement à 30 jours. IBAN: FR1506035745637848389263055 Merci de votre confiance."
ocr_like_bdc_00173,bdc,v1,"BON DE COMMANDE
LOGO Diaz N°: BDC-2026- 6660 467, rue de Baron, 94325 Lopez Date signature: 22/03/2026 SIRET: 52364537424497 IBAN: FR2789982837840243040662722 Facturer à : De Sousa chemin Gabriel Fontaine, 93432
Mendèsboeuf SIRET: 69987500906788 Paiement à 30 jours. IBAN: FR278998283784024304066272 Merci de votre confiance."
ocr_like_bdc_00174,bdc,v1,"LOGO Coste S.A.R.L. chemin Denis Fernandes, 22873 Legendre-sur-Mer BO N D E CO M MAN D E SIRET: 71593800738309 N°: BDC-2026-4646 IBAN: FR2756036620551939796680456 Date signature: 22/03/2026 Facturer à : Barbe avenue Peron, 60816 Sainte Alexandria SIRET: 08298388334042 Paiement à 30 jours. IBAN: FR2756036620551939796680456 Merci de votre confiance."
ocr_like_bdc_00175,bdc,v1,"BON DE COMMANDE LOGO
Lacroix N°: BDC-2026-0247 869, rue Paulette Boutin, 33770 Joseph Date signature: 22/03/2026 SIRET: 93487022660311 IBAN: FR22692863922380289743l0648 Facturer à : Laroche 9, rue Bruneau, 82878 Ruiz SIRET: 29778688705079 Paiement à 30 jours. IBAN: FR2269286392238028974310648 Merci de votre c0nfiance."
ocr_like_bdc_00176,bdc,v1,"BON DE COMMANDE -060 N°: BDC-2026-7604 Klein Date signature: 22/03/2026 boulevard Le Gall, 62921 Gauthier SIRET: 73512798373326 IBAN: FRO721910762144953473038065 Facturer à : Maillet Pinto S.A. 30, boulevard de De Oliveira, 45260 LoiseauVille SIRET: 51644487399563 Paiement à 30 jours. IBAN: FRO721910762144953473038065 Merci de votre confiance."
ocr_like_bdc_00177,bdc,v1,"BON DE COMMANDE - 060 N°: BDC- 2026- 2470 Olivier Date signature: 22/03/2026 60, chemin Nicolas Poiier, 32992 Monnier SIRET: 50551365767381 IBAN: FR0062920054363091936073778 Facturer à : Vincent 91, rue Roger, 53974 Rodriguez SIRET: 94940583064152 Paiement à 30 jours. IBAN: FR006292005436301936073778 Merci de votre c0nfiance."
ocr_like_bdc_00178,bdc,v1,"LOGO Dufour 37, avenue Denise Masse, 48525 Sainte Théophile B O N D E CO M MAN D E SIRET: 00716127010758 N°: BDC-2026-5559 IBAN: FR2132744099269818648887202 Date signature: 22/03/2026 Facturer à : Bourgeois SA 88, ru de Arnaud, 89851 Lemonnier-sur-Moreau SIRET: 95490080911279 Paiement à 30 jours. IBAN: FR2132744099269818648887202 Merci de votre confiance."
ocr_like_bdc_00179,bdc,v1,"BON DE COMMANDE LOGO Martinez Dubois SARL N°: BDC- 2026-2599 653, boulevard de Mendès, 62477 Techer-les-Bains Date signature: 22/03/2026 SIRET: 66866o12464554 IBAN: FR3216703800888300082378661 Facturer à : Gomes S.A. rue MaryseBaudry, 56577 Saint Bernard8oeuf SIRET: 60517481828353
Paiement à 30 jours. IBAN: FR3216703800888300o82378661 Merci de votre confiance."
ocr_like_bdc_00180,bdc,v1,"BON DE COMMANDE LOGO Pereira Fabre SARL N°: BDC-2026-7286 47, rue Potier, 25243 Sainte Marysenec Date signature: 22/03/2026 SIRET: 37797656177756 IBAN: FR0866718967731706745137007 Facturer à : Paris Meunier SA 9, rue Elisabeth Raymond, 44372 Jacquesdan SIRET: 07456807735912 Paiement à 30 jours. IBAN: FRO866718967731706745137007 Merci de votre confiance."
ocr_like_bdc_00181,bdc,v1,"BON DE COMMANDE LOGO Bourgeois N°: BDC-2026-7549 rue de Marchal, 94283 Simon-sur-Mer Date signature: 22/03/2026 SIRET: 22005446356061 IBAN: FR8672504438681813024271754 Facturer à : Jourdan SARL 4, avenue de Seguin, 87211 Didier-la-Forêt SIRET: 24846546611877 Paiement à 30 jours. IBAN: FR8672504438681813024271754 Merci de votre confiance."
ocr_like_bdc_00182,bdc,v1,"LOGO Perez boulevard de Fouquet, 30229 Guilbert-les-Bains BO N D E CO M MAN D E SIRET: 7724893962655 N°: BDC-2026-6250 IBAN: FR6136993406824193524863469 Date signature: 22/03/2026 Facturer à : Brunet SARL rue de Perrier, 44478 Saint Marianne-les-Bains SIRET: 69059191449071 Paiement à 30 jours. IBAN: FR613693406824193524863469 Merci de votre confiance."
ocr_like_bdc_00183,bdc,v1,"BON DE COMMANDE LOGO Picard N°: BDC- 2026- 9204 70, boulevard Boulanger, 94458 Gallet- sur- Gautier Date signature: 22/03/2026 SIRET: 79896978830645 IBAN: FR8070835480756285915283397 Facturer à : Cousin 99, rue Marianne Bousquet, 58437 Boucher SIRET: 25552349164194 Paiement à 30 jours. IBAN: FR8070835480756285915283397 Merci de votre confiane."
ocr_like_bdc_00184,bdc,v1,"BON DE COMMANDE LOGO Arnaud N°: BDC-2026-7630 avenue de Brunet, 32403 BarthelemyVille Date signature: 22/03/2026 SIRET: 29039285426375 IBAN: FR257080503217573079063338 Facturer à : Guillou Léger S.A.S. 4, rue Aimé Brunel, 56354 Dupuis SIRET: 98005813082882 Paiement à 30 jours. IBAN: FR2570805032175473079063338 Merci de votre confiance."
ocr_like_bdc_00185,bdc,v1,"BON DE COMMANDE LOGO Pasquier S.A. N°: BDC- 2026- 9770 87, rue de Bernard, 01683 Laporte Date signature: 22/03/2026 SIRET: 76671905232584 IBAN: FR1112080475693191412525803 Facturer à : Vidal 98, rue de Hamel, 32489 Saint Françoisnec SIRET: 58635780949001 Paiement à 30 jours. IBAN: FR1112080475693191412525803 Merci de votre confiance."
ocr_like_bdc_00186,bdc,v1,"LOGO Pasquier 28, chemin Wagnr, 67803 Guillet-sur-Martineau B O N D E CO M MAN D E SIRET: 54424130140899 N°: BDC-2026-3237 IBAN: FR3103302749302177778032714 Date signature: 22/03/2026 Facturer à : Breton rue Alphonse Tanguy, 61488 Mallet SIRET: 81819134913822 Paiement à 30 jours. IBAN: FR3103302749302177778032714 Merci de votre confiance."
ocr_like_bdc_00187,bdc,v1,"BON DE COMMANDE LOGO Garcia Colas SARL N°: BDC-2026-9377 752, boulevard de Garcia, 62549 Rolland-sur-Samson Date signature: 22/03/2026 SIRET: 83536731907609 IBAN: FR6753875406684360015868676 Facturer à : Paris 6,
rue Samson, 35559 Seguin SIRET: 75481439813993
Paiement à 30 jours. IBAN: FR6753875406684360015868676 Merci de votre confiance."
ocr_like_bdc_00188,bdc,v1,"BON DE COMMANDE LOGO Moreau S.A. N°: BDC- 2026- 4747 b0ulevard Nicole Gillet, 94450 Kleinnec Date signature: 22/03/2026 SIRET: 95026744097452 IBAN: FR7322047171060252549862296 Facturer à : Lefèvre SARL 27, boulevard Alex Marion, 89337 Da Costa- sur- Mer SIRET: 82299032259182 Paiement à 30 jours. IBAN: FR7322047171060252549862296 Merci de votre confiance."
ocr_like_bdc_00189,bdc,v1,"BON DE COMMANDE LOGO Raymond S.A.S. N°: BDC-2026-0815 24, rue de Ribeiro, 65368 Delorme Date signature: 22/03/2026 SIRET: 71306120659454 IBAN: FR8990441071350224948067776 Facturer à : Vallée 7, rue Faivre, 79169 Rodriguez-sur-Thibault SIRET: 71702387608486 Paiement à 30 jours. IBAN: FR8990441071350224948067776 Merci de votre confiance."
ocr_like_bdc_00190,bdc,v1,"BON DE COMMANDE LOGO Lemaître SA N°: BDC-2026-3302 44, rue Rossi, 21219 Lefort-sur-Leconte Date signature: 22/03/2026 SIRET: 04824609274205 IBAN: FR4331327006101566536697261 Facturer à : Guillot 5, boulevard Gimenez, 15716 Foucher SIRET: 99396522424400 Paiement à 30 jours. IBAN: FR4331327006101566536697261 Merci de votre confiance."
ocr_like_bdc_00191,bdc,v1,"LOGO Gosselin Dumas S.A. 40, avenue de Boutin, 83411 Riou BON DE COMMANDE SIRET: 22260448164349 N°: BDC- 2026- 1271 IBAN: FR1626558761874305088351496 Date signature: 22/03/2026 Facturer à : Ledoux 6, avenue Denis Brunet, 90580 Sainte Louis SIRET: 59555948420123 Paiement à 30 jours. IBAN: R1626558761874305088351496 Merci de votre confiance."
ocr_like_bdc_00192,bdc,v1,"BON DE COMMANDE LOGO Besnard S.A.S. N°: BDC-2026- 3979 37, boulevard de Besson, l9474 Thomasnec Date signature: 22/03/2026 SIRET: 80695629141725 IBAN: FR1549023758015043380276007 Facturer à : Bouvier Guillot S.A.R.L. 55, boulevard Chartier, 77537 Dufour SIRET: 50905565493437 Paiement à 30 jours. IBAN: FR1549023758015043380276007 Merci de votre confiance."
ocr_like_bdc_00193,bdc,v1,"LOGO Langlois S.A.S. 245, rue de Schmitt, 84616 Saint Danielledan BO N D E CO M MAN D E SIRET: 40298270303373 N°: BDC- 2026- 9738 IBAN: FR8427799809787051787912160 Datesignature: 22/03/2026 Facturer à : Vidal 61, rue de Benoit, 90811 Leroy SIRET: 42128171751797 Paiement à 30 jours. IBAN: FR8427799809787051787912160 Merci de votre confiance."
ocr_like_bdc_00194,bdc,v1,"LOGO Pages 776, chemin Thibault, 59650 Saint NoëlBourg BO N D E CO M MAN D E SIRET: 16484071461436 N°: BDC-2026-3702 IBAN: FR9494274523746781633140771 Date signature: 22/03/2026 Facturer à : Costa S.A.S. 49,rue Clément, 97384 Le Gall-sur-Mer SIRET: 28713155930299 Paiement à 30 jours. IBAN: FR9494274523746781633140771 Merci de votre confiance."
ocr_like_bdc_00195,bdc,v1,"BON DE COMMANDE -060 N°: BDC-2026-9948 Besnard Date signature: 22/03/2026 3, rue Bernard, 91433 LangloisBourg SIRET: 44040249503054 IBAN: FR8712836711304834188924972 Facturer à : Dias Leleu S.A.R.L. 34, chemin Legrand, 72458 Sainte Dominique SIRET: 26295951676207 Paiement à 30 jours. IBAN: FR8712836711304834188924972 Merci de votre cofiance."
